node_ID	Position	Time
25	511:432:0	67
5	497:488:0	67
14	489:516:0	67
15	485:489:0	67
17	512:510:0	67
10	487:490:0	67
25	510:432:0	67
7	505:486:0	68
7	502:488:0	68
8	509:486:0	68
8	507:487:0	68
8	508:488:0	68
8	506:486:0	68
8	506:488:0	68
9	498:511:0	68
9	498:511:0	68
9	500:511:0	68
10	491:488:0	68
11	487:489:0	68
11	486:490:0	68
11	482:488:0	68
11	485:489:0	68
12	513:509:0	68
12	516:510:0	68
12	511:510:0	68
12	516:509:0	68
12	519:509:0	68
13	505:486:0	68
13	507:487:0	68
13	505:487:0	68
14	496:511:0	68
14	494:511:0	68
14	493:511:0	68
14	495:511:0	68
16	487:489:0	68
16	486:490:0	68
16	482:488:0	68
16	485:489:0	68
18	511:510:0	68
18	516:509:0	68
18	519:509:0	68
20	509:477:0	68
21	489:591:0	68
21	488:591:0	68
22	490:515:0	68
22	490:517:0	68
22	490:512:0	68
25	510:440:0	68
25	511:441:0	68
25	509:432:0	68
25	510:431:0	68
25	509:430:0	68
5	503:489:0	68
5	497:488:0	68
7	503:488:0	68
7	500:488:0	68
10	492:488:0	68
10	489:489:0	68
11	483:490:0	68
11	485:488:0	68
14	498:511:0	68
15	486:490:0	68
15	485:489:0	68
18	511:510:0	68
18	513:509:0	68
18	516:510:0	68
20	509:480:0	68
21	489:584:0	68
21	488:587:0	68
22	493:511:0	68
25	511:438:0	68
25	510:428:0	68
9	495:511:0	68
11	481:489:0	68
13	505:488:0	68
16	483:490:0	68
16	481:489:0	68
17	511:510:0	68
17	516:509:0	68
25	511:432:0	68
8	505:486:0	68
9	499:510:0	68
12	511:510:0	68
12	514:510:0	68
13	506:486:0	68
18	514:510:0	68
22	489:512:0	68
22	490:511:0	68
5	499:488:0	68
8	505:488:0	68
16	485:488:0	68
17	511:510:0	68
25	510:433:0	68
10	494:488:0	68
13	504:489:0	68
17	519:509:0	68
20	510:480:0	68
25	511:436:0	68
8	509:486:0	68
20	510:483:0	68
20	511:479:0	68
14	497:510:0	68
7	503:488:0	69
7	501:487:0	69
8	509:486:0	69
8	509:486:0	69
8	507:487:0	69
8	506:486:0	69
9	497:511:0	69
9	499:511:0	69
9	499:510:0	69
9	497:511:0	69
9	499:511:0	69
9	501:511:0	69
10	491:489:0	69
11	486:490:0	69
11	484:490:0	69
11	486:489:0	69
12	513:510:0	69
12	512:509:0	69
12	515:510:0	69
12	515:509:0	69
12	513:510:0	69
13	505:486:0	69
14	495:511:0	69
14	492:512:0	69
14	494:511:0	69
14	497:511:0	69
15	486:490:0	69
16	486:490:0	69
18	513:510:0	69
18	512:509:0	69
18	515:509:0	69
20	509:480:0	69
20	510:478:0	69
21	488:581:0	69
21	490:583:0	69
21	488:588:0	69
21	489:590:0	69
22	490:513:0	69
22	490:515:0	69
22	490:513:0	69
22	490:511:0	69
22	492:512:0	69
22	497:511:0	69
25	509:447:0	69
25	509:445:0	69
5	499:488:0	69
5	497:488:0	69
7	503:488:0	69
8	509:484:0	69
8	508:488:0	69
10	493:488:0	69
10	491:488:0	69
13	506:486:0	69
13	503:488:0	69
16	484:490:0	69
16	486:489:0	69
17	515:509:0	69
20	509:478:0	69
21	489:587:0	69
22	489:513:0	69
23	475:488:0	69
25	510:441:0	69
25	510:443:0	69
7	505:486:0	69
11	479:488:0	69
11	486:489:0	69
16	481:490:0	69
16	479:488:0	69
18	515:510:0	69
20	510:480:0	69
21	489:585:0	69
21	488:590:0	69
23	475:488:0	69
25	509:449:0	69
25	509:442:0	69
7	500:488:0	69
12	520:509:0	69
13	503:488:0	69
13	505:488:0	69
14	497:511:0	69
18	520:509:0	69
5	503:489:0	69
10	494:487:0	69
15	481:490:0	69
16	486:489:0	69
5	501:488:0	69
7	505:488:0	69
8	509:487:0	69
10	491:488:0	69
11	487:488:0	69
13	506:488:0	69
25	510:446:0	69
7	501:488:0	69
10	486:490:0	69
15	484:490:0	69
21	490:577:0	69
5	503:488:0	69
5	501:487:0	69
10	493:488:0	69
12	517:510:0	69
16	487:488:0	69
18	517:510:0	69
20	510:482:0	69
5	498:488:0	70
7	500:487:0	70
7	503:488:0	70
7	502:487:0	70
8	509:487:0	70
8	508:488:0	70
8	506:486:0	70
9	496:511:0	70
9	498:511:0	70
9	496:511:0	70
9	498:511:0	70
9	500:511:0	70
10	492:488:0	70
10	492:489:0	70
10	492:488:0	70
10	488:490:0	70
11	488:490:0	70
11	485:490:0	70
11	487:489:0	70
11	487:489:0	70
12	512:510:0	70
12	514:510:0	70
12	510:511:0	70
12	514:509:0	70
12	516:510:0	70
13	505:486:0	70
13	505:487:0	70
13	503:488:0	70
14	494:511:0	70
14	496:511:0	70
14	496:511:0	70
16	488:490:0	70
16	482:490:0	70
16	487:489:0	70
18	512:510:0	70
18	514:510:0	70
20	509:479:0	70
21	490:575:0	70
22	489:513:0	70
22	490:513:0	70
22	490:515:0	70
22	489:513:0	70
22	489:511:0	70
22	491:512:0	70
23	475:489:0	70
25	509:457:0	70
5	502:488:0	70
5	503:489:0	70
8	509:486:0	70
13	504:488:0	70
14	493:511:0	70
15	482:490:0	70
16	485:490:0	70
16	487:489:0	70
18	514:509:0	70
18	516:510:0	70
20	509:481:0	70
22	493:510:0	70
22	493:511:0	70
23	477:489:0	70
23	475:489:0	70
24	548:511:0	70
24	550:509:0	70
25	511:461:0	70
25	509:459:0	70
25	510:456:0	70
5	500:488:0	70
8	507:487:0	70
10	494:488:0	70
12	507:510:0	70
13	506:488:0	70
14	489:511:0	70
14	491:512:0	70
15	488:490:0	70
15	485:490:0	70
17	511:493:0	70
17	514:509:0	70
20	510:479:0	70
20	509:477:0	70
21	490:578:0	70
21	488:580:0	70
21	490:581:0	70
23	479:489:0	70
23	478:490:0	70
25	509:455:0	70
9	495:510:0	70
12	509:510:0	70
23	475:489:0	70
25	510:458:0	70
7	498:488:0	70
11	483:489:0	70
12	516:511:0	70
16	483:489:0	70
17	512:510:0	70
18	507:510:0	70
18	511:510:0	70
21	489:581:0	70
22	492:511:0	70
24	547:510:0	70
10	488:488:0	70
18	509:510:0	70
24	549:510:0	70
24	550:509:0	70
25	510:460:0	70
10	490:488:0	70
21	488:575:0	70
24	542:509:0	70
24	545:509:0	70
21	488:567:0	70
21	489:577:0	70
25	509:452:0	70
5	498:488:0	71
7	501:487:0	71
7	503:487:0	71
8	509:486:0	71
9	498:511:0	71
9	495:511:0	71
9	497:511:0	71
9	499:511:0	71
10	491:488:0	71
11	486:490:0	71
11	484:489:0	71
11	483:488:0	71
11	483:490:0	71
12	510:510:0	71
12	513:509:0	71
12	516:509:0	71
12	513:511:0	71
12	515:511:0	71
13	505:486:0	71
13	506:487:0	71
13	503:488:0	71
14	494:511:0	71
14	496:511:0	71
14	494:510:0	71
14	495:511:0	71
16	486:490:0	71
16	483:488:0	71
16	483:490:0	71
17	511:495:0	71
18	513:509:0	71
18	516:509:0	71
22	489:513:0	71
22	490:513:0	71
22	492:511:0	71
22	490:512:0	71
22	492:512:0	71
23	480:489:0	71
23	477:488:0	71
23	475:490:0	71
23	475:490:0	71
24	544:509:0	71
24	546:510:0	71
24	547:511:0	71
24	549:509:0	71
24	550:510:0	71
24	541:511:0	71
5	502:488:0	71
5	500:488:0	71
7	503:488:0	71
8	508:487:0	71
8	506:486:0	71
10	493:489:0	71
10	493:488:0	71
10	489:489:0	71
13	505:488:0	71
14	492:512:0	71
15	483:488:0	71
16	484:489:0	71
18	510:510:0	71
20	511:480:0	71
20	509:480:0	71
22	492:510:0	71
23	478:489:0	71
24	548:510:0	71
25	509:467:0	71
25	510:461:0	71
5	498:488:0	71
9	494:510:0	71
10	492:488:0	71
11	488:488:0	71
15	486:490:0	71
17	516:509:0	71
20	510:479:0	71
20	509:478:0	71
21	489:565:0	71
21	488:568:0	71
23	479:490:0	71
24	541:509:0	71
25	510:468:0	71
7	500:488:0	71
7	499:486:0	71
11	490:488:0	71
11	486:488:0	71
12	518:509:0	71
13	506:486:0	71
13	503:487:0	71
14	497:511:0	71
16	486:488:0	71
21	488:570:0	71
22	495:511:0	71
7	502:488:0	71
11	489:489:0	71
14	498:511:0	71
16	489:489:0	71
16	488:488:0	71
5	496:488:0	71
8	510:487:0	71
8	509:486:0	71
8	506:488:0	71
10	490:488:0	71
14	497:510:0	71
16	490:488:0	71
16	479:490:0	71
18	518:509:0	71
21	489:569:0	71
21	488:572:0	71
23	483:488:0	71
25	509:464:0	71
5	499:487:0	71
9	497:510:0	71
21	490:565:0	71
18	515:511:0	71
21	489:567:0	71
7	502:487:0	72
7	503:488:0	72
7	504:487:0	72
7	500:486:0	72
7	500:487:0	72
8	509:486:0	72
8	506:486:0	72
9	497:511:0	72
9	496:511:0	72
9	500:511:0	72
9	498:511:0	72
10	489:488:0	72
11	488:489:0	72
11	487:489:0	72
11	484:488:0	72
11	484:490:0	72
11	489:488:0	72
12	512:510:0	72
12	512:509:0	72
12	514:510:0	72
12	515:509:0	72
13	505:486:0	72
13	506:486:0	72
13	506:487:0	72
13	505:488:0	72
13	503:488:0	72
13	504:487:0	72
14	493:511:0	72
14	495:511:0	72
14	493:510:0	72
14	494:512:0	72
14	496:511:0	72
14	498:511:0	72
16	489:488:0	72
16	480:490:0	72
18	512:510:0	72
18	512:509:0	72
18	514:510:0	72
18	515:509:0	72
20	509:480:0	72
20	509:479:0	72
22	490:513:0	72
22	489:513:0	72
22	493:511:0	72
22	491:511:0	72
22	491:512:0	72
23	481:489:0	72
23	480:490:0	72
23	479:489:0	72
23	477:489:0	72
23	475:490:0	72
23	475:489:0	72
24	540:509:0	72
5	501:488:0	72
5	499:488:0	72
7	499:488:0	72
8	508:487:0	72
8	508:488:0	72
9	499:511:0	72
10	492:488:0	72
10	494:489:0	72
10	489:489:0	72
12	514:511:0	72
13	507:488:0	72
14	491:511:0	72
14	491:512:0	72
16	488:489:0	72
16	487:489:0	72
16	484:488:0	72
16	484:490:0	72
17	511:496:0	72
17	514:510:0	72
18	518:509:0	72
20	510:481:0	72
20	510:479:0	72
22	491:510:0	72
24	530:509:0	72
24	535:509:0	72
25	510:475:0	72
25	509:474:0	72
25	509:472:0	72
5	503:488:0	72
5	500:487:0	72
7	501:488:0	72
9	496:510:0	72
10	493:488:0	72
14	497:511:0	72
15	488:489:0	72
15	484:488:0	72
15	484:490:0	72
17	512:509:0	72
18	514:511:0	72
21	489:553:0	72
21	489:557:0	72
22	489:513:0	72
25	509:470:0	72
8	509:487:0	72
8	506:487:0	72
9	501:511:0	72
10	495:488:0	72
10	488:489:0	72
11	482:488:0	72
11	480:490:0	72
12	517:510:0	72
13	502:487:0	72
24	537:510:0	72
24	538:509:0	72
5	497:488:0	72
5	504:487:0	72
5	499:488:0	72
9	495:511:0	72
15	486:489:0	72
15	489:488:0	72
16	486:489:0	72
21	490:548:0	72
25	509:479:0	72
25	509:468:0	72
9	501:510:0	72
12	510:511:0	72
15	488:505:0	72
18	517:510:0	72
19	509:479:0	72
21	490:557:0	72
21	490:559:0	72
21	488:560:0	72
23	487:489:0	72
8	506:489:0	72
15	480:490:0	72
18	510:511:0	72
20	509:476:0	72
21	489:555:0	72
21	488:558:0	72
5	502:487:0	72
17	512:510:0	72
21	488:556:0	72
5	501:488:0	73
7	502:487:0	73
7	501:486:0	73
7	500:487:0	73
8	509:486:0	73
8	509:487:0	73
8	508:487:0	73
9	498:511:0	73
9	499:511:0	73
9	497:511:0	73
10	493:488:0	73
10	490:489:0	73
11	485:489:0	73
11	485:490:0	73
11	483:488:0	73
11	481:490:0	73
12	514:509:0	73
12	516:510:0	73
12	517:509:0	73
12	513:511:0	73
12	516:511:0	73
13	505:488:0	73
13	505:486:0	73
13	505:488:0	73
14	492:511:0	73
14	496:511:0	73
14	493:511:0	73
14	495:511:0	73
15	488:504:0	73
16	487:489:0	73
16	481:490:0	73
17	511:497:0	73
20	509:479:0	73
21	490:541:0	73
21	488:543:0	73
21	490:547:0	73
22	490:513:0	73
22	489:513:0	73
22	490:511:0	73
22	491:512:0	73
23	481:490:0	73
23	478:489:0	73
23	477:490:0	73
24	526:510:0	73
25	509:473:0	73
25	509:471:0	73
5	497:488:0	73
5	499:488:0	73
7	504:487:0	73
8	506:486:0	73
8	506:487:0	73
9	496:511:0	73
10	495:489:0	73
12	514:510:0	73
13	504:489:0	73
13	501:486:0	73
15	487:489:0	73
15	481:490:0	73
16	485:489:0	73
16	485:490:0	73
18	511:510:0	73
18	516:510:0	73
18	517:509:0	73
20	509:481:0	73
21	489:546:0	73
21	489:551:0	73
23	481:488:0	73
23	479:488:0	73
24	522:509:0	73
24	522:511:0	73
25	510:468:0	73
25	509:469:0	73
7	503:488:0	73
8	509:486:0	73
14	497:511:0	73
15	485:490:0	73
18	514:509:0	73
18	513:511:0	73
20	510:481:0	73
21	489:543:0	73
24	527:509:0	73
10	491:488:0	73
11	487:489:0	73
15	483:488:0	73
16	483:488:0	73
24	524:509:0	73
5	503:488:0	73
14	498:511:0	73
15	485:489:0	73
20	509:477:0	73
24	524:510:0	73
21	488:541:0	73
21	490:544:0	73
25	510:473:0	73
5	495:488:0	73
20	510:477:0	73
23	487:489:0	73
25	510:471:0	73
12	519:509:0	73
17	516:510:0	73
18	519:509:0	73
25	511:471:0	73
5	499:488:0	74
7	502:487:0	74
7	502:486:0	74
7	501:488:0	74
8	509:486:0	74
8	509:488:0	74
8	507:486:0	74
8	508:488:0	74
9	497:511:0	74
9	498:511:0	74
9	496:511:0	74
9	500:511:0	74
11	486:489:0	74
11	486:490:0	74
11	484:489:0	74
11	482:490:0	74
12	510:511:0	74
12	513:510:0	74
12	513:509:0	74
12	516:509:0	74
12	512:510:0	74
12	515:511:0	74
13	506:486:0	74
13	506:487:0	74
13	504:487:0	74
14	495:511:0	74
14	494:510:0	74
14	493:512:0	74
14	494:511:0	74
14	496:511:0	74
15	488:503:0	74
17	511:498:0	74
17	516:509:0	74
18	510:511:0	74
18	513:509:0	74
18	516:509:0	74
22	490:512:0	74
22	491:511:0	74
22	491:512:0	74
22	493:512:0	74
23	481:489:0	74
23	478:490:0	74
23	477:489:0	74
24	516:509:0	74
24	523:510:0	74
24	523:509:0	74
24	525:510:0	74
25	510:475:0	74
25	510:469:0	74
5	501:488:0	74
5	499:488:0	74
7	499:486:0	74
7	500:487:0	74
8	509:487:0	74
8	506:487:0	74
10	497:488:0	74
10	493:488:0	74
10	491:488:0	74
10	489:488:0	74
12	515:510:0	74
12	517:511:0	74
13	505:489:0	74
13	506:488:0	74
14	493:511:0	74
14	497:511:0	74
16	486:489:0	74
16	486:490:0	74
16	484:489:0	74
16	482:490:0	74
18	515:511:0	74
20	510:481:0	74
20	509:479:0	74
20	509:477:0	74
21	489:536:0	74
21	490:540:0	74
23	479:489:0	74
24	521:509:0	74
25	510:473:0	74
25	510:471:0	74
25	509:473:0	74
25	509:471:0	74
5	497:488:0	74
12	520:510:0	74
13	503:488:0	74
18	515:510:0	74
18	517:511:0	74
20	510:479:0	74
21	489:531:0	74
22	493:511:0	74
24	520:510:0	74
24	526:509:0	74
8	509:485:0	74
9	499:511:0	74
9	499:510:0	74
11	482:488:0	74
13	504:488:0	74
21	489:534:0	74
23	484:489:0	74
5	501:488:0	74
5	496:489:0	74
10	492:488:0	74
11	487:489:0	74
15	484:489:0	74
16	487:489:0	74
18	518:509:0	74
20	509:481:0	74
20	510:477:0	74
21	488:538:0	74
7	506:486:0	74
8	506:486:0	74
9	494:510:0	74
18	513:510:0	74
21	488:536:0	74
5	495:488:0	74
16	482:488:0	74
17	513:509:0	74
20	509:483:0	74
7	502:487:0	75
7	504:487:0	75
7	503:486:0	75
7	500:486:0	75
7	500:487:0	75
7	502:488:0	75
8	509:486:0	75
8	506:486:0	75
8	508:487:0	75
8	507:486:0	75
8	506:487:0	75
9	496:511:0	75
9	497:511:0	75
9	498:510:0	75
9	499:511:0	75
9	501:511:0	75
10	493:488:0	75
11	486:488:0	75
11	485:489:0	75
11	482:489:0	75
11	481:488:0	75
11	479:490:0	75
12	511:510:0	75
12	515:509:0	75
12	514:511:0	75
13	506:486:0	75
13	506:487:0	75
13	504:488:0	75
13	504:487:0	75
13	503:486:0	75
14	495:511:0	75
15	488:501:0	75
16	486:488:0	75
17	511:499:0	75
18	511:499:0	75
18	511:510:0	75
22	490:511:0	75
22	491:513:0	75
22	492:512:0	75
23	481:488:0	75
23	480:489:0	75
23	479:490:0	75
23	478:489:0	75
24	522:510:0	75
24	524:510:0	75
24	525:509:0	75
25	510:471:0	75
25	510:469:0	75
5	498:488:0	75
5	497:489:0	75
9	498:511:0	75
10	491:488:0	75
11	483:490:0	75
12	512:509:0	75
12	514:510:0	75
12	516:510:0	75
13	502:487:0	75
14	491:510:0	75
14	494:511:0	75
16	485:489:0	75
16	482:489:0	75
16	479:490:0	75
18	514:510:0	75
18	515:509:0	75
18	514:511:0	75
20	509:479:0	75
20	509:477:0	75
21	490:520:0	75
21	489:522:0	75
21	490:529:0	75
23	483:490:0	75
23	482:489:0	75
24	520:509:0	75
24	522:509:0	75
25	510:473:0	75
25	509:473:0	75
25	509:471:0	75
5	500:488:0	75
8	509:485:0	75
9	502:511:0	75
10	495:488:0	75
12	517:509:0	75
14	493:511:0	75
15	485:489:0	75
16	483:490:0	75
17	514:510:0	75
18	512:509:0	75
18	517:509:0	75
20	509:481:0	75
25	511:471:0	75
25	509:469:0	75
7	504:488:0	75
11	480:489:0	75
16	488:501:0	75
22	490:511:0	75
22	493:511:0	75
5	504:488:0	75
5	497:488:0	75
15	479:490:0	75
17	512:509:0	75
17	515:509:0	75
18	516:510:0	75
8	511:491:0	75
10	488:490:0	75
11	489:488:0	75
16	480:489:0	75
21	489:525:0	75
21	490:522:0	75
21	490:524:0	75
22	490:514:0	75
25	509:475:0	75
10	491:487:0	75
16	489:488:0	75
22	489:513:0	75
10	495:488:0	75
7	502:487:0	76
7	501:486:0	76
7	500:487:0	76
8	509:486:0	76
8	509:486:0	76
8	507:486:0	76
9	498:511:0	76
9	497:510:0	76
9	498:511:0	76
10	492:488:0	76
10	490:488:0	76
10	489:489:0	76
11	487:489:0	76
11	484:490:0	76
11	483:489:0	76
12	511:510:0	76
12	514:509:0	76
13	506:486:0	76
13	502:487:0	76
13	504:487:0	76
13	503:486:0	76
14	492:511:0	76
14	494:511:0	76
14	493:512:0	76
14	494:511:0	76
15	488:500:0	76
16	488:500:0	76
16	487:489:0	76
16	483:489:0	76
17	511:500:0	76
18	511:500:0	76
18	511:510:0	76
18	514:509:0	76
22	490:513:0	76
22	491:512:0	76
22	493:512:0	76
23	487:489:0	76
23	483:489:0	76
23	480:490:0	76
23	479:489:0	76
25	510:473:0	76
25	509:474:0	76
5	500:488:0	76
5	498:489:0	76
9	496:511:0	76
9	502:511:0	76
10	494:488:0	76
12	513:510:0	76
12	515:510:0	76
13	506:487:0	76
14	496:511:0	76
15	487:489:0	76
15	483:489:0	76
16	484:490:0	76
17	514:509:0	76
18	517:509:0	76
20	510:479:0	76
20	509:478:0	76
22	492:511:0	76
23	484:490:0	76
23	481:489:0	76
24	519:510:0	76
24	519:509:0	76
24	521:510:0	76
24	521:509:0	76
24	524:509:0	76
25	509:472:0	76
25	509:470:0	76
5	498:488:0	76
13	504:488:0	76
18	513:510:0	76
20	510:477:0	76
22	489:513:0	76
22	489:512:0	76
22	490:514:0	76
5	502:488:0	76
7	502:488:0	76
7	500:488:0	76
7	499:486:0	76
11	484:488:0	76
13	507:486:0	76
14	496:511:0	76
5	498:488:0	76
8	510:486:0	76
16	486:489:0	76
18	515:510:0	76
20	509:480:0	76
24	523:510:0	76
25	511:471:0	76
9	504:512:0	76
15	484:490:0	76
16	484:488:0	76
23	488:500:0	76
23	484:488:0	76
12	515:511:0	76
15	489:489:0	76
16	489:489:0	76
25	510:466:0	76
5	500:488:0	76
15	484:488:0	76
24	523:511:0	76
25	509:468:0	76
5	502:488:0	77
5	499:489:0	77
5	498:488:0	77
7	502:487:0	77
7	502:486:0	77
7	500:486:0	77
8	509:487:0	77
8	509:487:0	77
8	509:486:0	77
8	509:488:0	77
8	508:486:0	77
9	497:511:0	77
10	492:488:0	77
10	488:489:0	77
11	488:489:0	77
11	486:488:0	77
11	485:490:0	77
11	484:489:0	77
11	483:488:0	77
12	512:510:0	77
12	513:509:0	77
12	514:510:0	77
12	516:509:0	77
12	514:511:0	77
13	506:486:0	77
13	504:488:0	77
13	504:487:0	77
13	503:486:0	77
14	493:512:0	77
14	495:511:0	77
14	496:512:0	77
14	494:511:0	77
15	488:498:0	77
16	488:498:0	77
16	488:489:0	77
16	486:489:0	77
16	486:488:0	77
17	511:501:0	77
18	511:501:0	77
18	512:510:0	77
18	513:509:0	77
18	514:510:0	77
20	509:475:0	77
21	490:522:0	77
22	489:513:0	77
22	490:514:0	77
22	492:511:0	77
22	490:513:0	77
22	491:512:0	77
22	493:512:0	77
23	482:489:0	77
23	481:490:0	77
23	480:489:0	77
24	523:509:0	77
25	509:475:0	77
7	500:487:0	77
8	509:485:0	77
8	506:486:0	77
10	489:489:0	77
16	485:490:0	77
16	484:489:0	77
20	510:479:0	77
20	509:479:0	77
23	488:498:0	77
25	510:473:0	77
25	510:471:0	77
25	509:473:0	77
25	509:471:0	77
5	498:488:0	77
5	500:488:0	77
9	496:512:0	77
10	490:488:0	77
20	511:481:0	77
20	510:477:0	77
24	520:509:0	77
11	486:489:0	77
22	490:510:0	77
23	488:489:0	77
24	521:511:0	77
12	518:511:0	77
15	485:490:0	77
15	484:489:0	77
24	513:509:0	77
25	509:469:0	77
8	508:488:0	77
15	488:489:0	77
15	486:489:0	77
16	483:488:0	77
22	490:512:0	77
10	487:488:0	77
11	482:489:0	77
20	509:477:0	77
22	490:511:0	77
23	483:488:0	77
9	499:511:0	77
10	488:498:0	77
16	482:489:0	77
5	501:488:0	78
5	500:489:0	78
7	502:487:0	78
7	502:486:0	78
7	500:487:0	78
7	500:486:0	78
8	509:486:0	78
8	509:486:0	78
8	506:486:0	78
8	508:487:0	78
8	508:486:0	78
9	495:512:0	78
9	498:511:0	78
9	497:512:0	78
9	498:511:0	78
10	488:497:0	78
10	490:489:0	78
11	488:497:0	78
11	487:489:0	78
11	486:490:0	78
11	484:490:0	78
11	484:488:0	78
12	513:510:0	78
12	515:510:0	78
12	515:511:0	78
13	506:486:0	78
13	504:488:0	78
13	504:487:0	78
13	504:486:0	78
14	493:512:0	78
14	495:512:0	78
14	494:511:0	78
15	488:497:0	78
15	484:490:0	78
16	488:497:0	78
16	487:489:0	78
16	487:489:0	78
16	484:490:0	78
16	484:488:0	78
17	511:503:0	78
18	513:510:0	78
22	490:514:0	78
22	490:513:0	78
22	491:512:0	78
22	493:512:0	78
23	488:497:0	78
23	487:489:0	78
23	484:488:0	78
23	482:490:0	78
23	481:489:0	78
24	519:509:0	78
24	523:510:0	78
25	509:472:0	78
5	497:488:0	78
8	509:487:0	78
9	496:511:0	78
10	495:488:0	78
10	493:488:0	78
10	489:488:0	78
10	492:488:0	78
12	510:510:0	78
13	502:487:0	78
14	492:511:0	78
14	494:511:0	78
15	487:489:0	78
15	487:489:0	78
15	484:488:0	78
16	486:490:0	78
18	511:503:0	78
18	510:510:0	78
20	509:480:0	78
20	509:478:0	78
24	522:509:0	78
25	509:470:0	78
5	499:488:0	78
8	510:486:0	78
12	513:510:0	78
15	486:490:0	78
20	510:477:0	78
23	483:489:0	78
12	517:510:0	78
12	517:509:0	78
18	517:509:0	78
5	498:488:0	78
9	501:511:0	78
16	482:490:0	78
18	511:509:0	78
18	513:510:0	78
21	490:522:0	78
24	519:510:0	78
24	521:510:0	78
24	525:509:0	78
24	524:511:0	78
25	511:471:0	78
25	509:474:0	78
10	496:488:0	78
14	497:512:0	78
15	482:490:0	78
17	511:495:0	78
18	517:510:0	78
5	500:488:0	78
10	487:489:0	78
13	508:488:0	78
10	494:488:0	78
14	496:511:0	78
25	509:468:0	78
7	502:487:0	79
7	502:486:0	79
7	502:488:0	79
7	500:486:0	79
8	508:486:0	79
9	497:511:0	79
9	499:511:0	79
9	498:510:0	79
10	488:496:0	79
10	488:489:0	79
10	493:488:0	79
11	488:489:0	79
11	488:490:0	79
11	485:490:0	79
11	482:489:0	79
12	514:510:0	79
12	516:510:0	79
12	516:509:0	79
13	506:486:0	79
13	502:487:0	79
13	504:488:0	79
13	504:487:0	79
13	504:486:0	79
14	492:511:0	79
14	495:512:0	79
15	488:496:0	79
16	488:496:0	79
16	488:489:0	79
16	488:490:0	79
16	485:490:0	79
16	482:489:0	79
17	511:504:0	79
18	511:504:0	79
22	490:514:0	79
22	490:513:0	79
22	491:512:0	79
22	493:513:0	79
23	483:490:0	79
23	482:489:0	79
25	510:473:0	79
25	510:471:0	79
25	509:473:0	79
5	501:489:0	79
8	506:486:0	79
9	497:512:0	79
10	493:488:0	79
12	514:511:0	79
13	506:488:0	79
13	502:488:0	79
15	488:489:0	79
16	483:490:0	79
17	511:496:0	79
20	510:479:0	79
20	509:479:0	79
22	490:512:0	79
22	491:511:0	79
23	484:489:0	79
24	523:509:0	79
25	509:471:0	79
5	499:488:0	79
9	498:511:0	79
15	483:490:0	79
20	509:481:0	79
20	509:477:0	79
24	518:509:0	79
24	521:509:0	79
25	509:475:0	79
11	484:489:0	79
11	483:490:0	79
12	511:504:0	79
24	521:511:0	79
5	501:488:0	79
5	497:488:0	79
8	510:487:0	79
11	485:488:0	79
12	512:510:0	79
14	493:511:0	79
16	485:488:0	79
18	516:510:0	79
18	512:510:0	79
22	489:513:0	79
24	520:510:0	79
25	511:474:0	79
25	509:469:0	79
10	488:487:0	79
11	493:488:0	79
14	497:511:0	79
15	482:489:0	79
18	514:510:0	79
18	514:511:0	79
7	500:488:0	79
10	496:486:0	79
7	502:487:0	80
7	502:486:0	80
7	502:488:0	80
7	500:486:0	80
8	508:487:0	80
8	508:486:0	80
9	497:511:0	80
9	499:511:0	80
9	496:512:0	80
9	497:510:0	80
9	496:511:0	80
9	500:512:0	80
10	489:488:0	80
10	489:489:0	80
11	489:488:0	80
11	487:490:0	80
11	484:488:0	80
11	484:490:0	80
12	511:511:0	80
12	513:510:0	80
13	504:488:0	80
13	504:487:0	80
13	504:486:0	80
14	494:512:0	80
14	494:511:0	80
14	496:512:0	80
15	487:494:0	80
16	487:494:0	80
16	489:488:0	80
16	484:488:0	80
17	511:505:0	80
17	511:497:0	80
18	511:505:0	80
22	492:511:0	80
22	490:513:0	80
22	491:512:0	80
22	492:513:0	80
24	520:509:0	80
24	523:509:0	80
25	509:473:0	80
25	509:471:0	80
5	497:488:0	80
5	502:489:0	80
9	499:511:0	80
10	487:494:0	80
12	513:509:0	80
13	506:487:0	80
14	495:511:0	80
16	484:490:0	80
18	513:509:0	80
18	511:511:0	80
18	515:511:0	80
20	509:481:0	80
20	509:479:0	80
20	509:477:0	80
22	490:513:0	80
23	484:488:0	80
23	484:490:0	80
23	483:489:0	80
25	510:472:0	80
5	499:488:0	80
5	500:488:0	80
8	509:487:0	80
8	506:487:0	80
10	491:488:0	80
12	515:509:0	80
16	487:490:0	80
16	483:489:0	80
17	513:509:0	80
18	515:509:0	80
23	487:494:0	80
26	489:570:0	80
7	500:487:0	80
8	509:486:0	80
11	490:487:0	80
12	515:511:0	80
25	511:476:0	80
5	501:488:0	80
10	490:487:0	80
10	494:488:0	80
22	489:513:0	80
25	511:474:0	80
8	509:486:0	80
16	490:487:0	80
20	510:478:0	80
22	494:512:0	80
24	521:510:0	80
25	510:478:0	80
8	507:488:0	80
13	502:486:0	80
17	515:509:0	80
21	490:521:0	80
24	518:511:0	80
25	511:469:0	80
5	500:488:0	81
7	502:487:0	81
7	501:488:0	81
7	502:486:0	81
7	500:486:0	81
8	509:487:0	81
8	508:486:0	81
9	497:511:0	81
9	498:511:0	81
